"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol"
"1438241_PM_at",-1.64787948087457,6.08301770021087,-2.99147582590278,0.029049952918896,0.566928328426299,-3.21779313994988,"Rgma"
"1437473_PM_at",-1.71451018109165,8.36097731213541,-2.98717828453669,0.0291974352237176,0.567289320720575,-3.22262889984066,"Maf"
"1450207_PM_at",-1.76525430288015,7.15886625772644,-2.96933240609388,0.0298188284631228,0.570119328951219,-3.24274266092062,"Lifr"
"1448320_PM_at",-1.45038229125445,6.76773320513208,-2.96238983773552,0.0300645245613857,0.570842384386991,-3.25058175852985,"Stim1"
"1423266_PM_at",-1.58374207788271,7.01439197249735,-2.95639121221357,0.0302786249500727,0.570842384386991,-3.25736141597291,"Fam213b"
"1446452_PM_at",-1.02533208556582,6.40487685783062,-2.95565040789221,0.0303051825896752,0.570842384386991,-3.25819908495721,"---"
"1450825_PM_at",-1.37383432684213,7.12551513075714,-2.94701982338343,0.030616498549566,0.570956727145685,-3.26796480534113,"Acer1"
"1443893_PM_at",-1.55013353542254,7.13098669868126,-2.93414967273864,0.031087350081046,0.571550819393328,-3.28255031262622,"---"
"1428332_PM_at",-1.87590072064247,6.70661957751156,-2.92975025238454,0.031250138541157,0.572597968726681,-3.28754227623027,"Pik3ip1"
"1460242_PM_at",-1.89413047660593,7.18408722635716,-2.92205341151512,0.0315372160488034,0.574598910313641,-3.29628331930275,"Cd55"
"1439183_PM_at",-1.62779365664236,8.89475401710432,-2.91538572735614,0.0317882710750869,0.576518418883286,-3.30386331444076,"Acer1"
"1439070_PM_x_at",-1.12244961526713,7.69334222240262,-2.90941344640732,0.0320150227195051,0.576684583525382,-3.31065882761297,"Pisd-ps1 /// Pisd-ps3"
"1429069_PM_at",-1.47513359538113,6.23096039876193,-2.90734808689214,0.0320938552704479,0.576684583525382,-3.31301021202575,"---"
"1439352_PM_at",-1.58303422281164,6.78370405058817,-2.89215657949666,0.0326803453556582,0.578863494643725,-3.33032647199263,"Trim7"
"1430127_PM_a_at",-1.72292341627013,9.70715002303723,-2.88063345773692,0.0331331225372256,0.579226975284066,-3.34348570938846,"Ccnd2"
"1438497_PM_at",-1.15664777436744,6.18202530492177,-2.87972695075338,0.0331690351443426,0.579226975284066,-3.34452181684865,"Mfsd8"
"1455956_PM_x_at",-1.52703798966577,8.00162464507354,-2.86798878547392,0.0336379672057567,0.581114227950656,-3.35794981309948,"Ccnd2"
"1418476_PM_at",-1.38235642548233,6.33888357533982,-2.85135093056837,0.0343152389573673,0.583402752345315,-3.37701972974652,"Crlf1"
"1415804_PM_at",-1.91588916083199,6.93949873934467,-2.84505388103101,0.034575488304018,0.583692552388442,-3.38424845471467,"Cx3cl1"
"1419458_PM_at",-1.84565774918401,6.9586064174176,-2.84040233393538,0.0347691303496421,0.584231901287245,-3.38959214220948,"Arhgef28"
"1454849_PM_x_at",-2.0252553160866,7.21822565925488,-2.83615477821326,0.0349470003775317,0.584317040531375,-3.39447462792908,"Clu"
"1425634_PM_a_at",-1.34211608364487,6.23494014682755,-2.8282370958092,0.0352812465089267,0.58528569008429,-3.40358322396503,"Tnk1"
"1451787_PM_at",-2.67563326078303,7.12392332568793,-2.82531290822096,0.0354055820027648,0.58528569008429,-3.40694966109085,"Cyp2b10"
"1440357_PM_at",-1.00524101188545,6.35043939458751,-2.81234515131171,0.0359628199737627,0.58528569008429,-3.4218942649155,"Mirlet7bhg"
"1418042_PM_a_at",-1.79567277251279,6.66184069146607,-2.8098393358502,0.036071608241719,0.585722470373898,-3.42478500176544,"Abcc5"
"1426139_PM_a_at",-2.43888419228508,9.17879545631851,-2.79972514413457,0.0365144095624334,0.586509094483915,-3.43646242215346,"Ackr4"
"1421992_PM_a_at",-1.28192230542309,7.36207083632612,-2.79581738892352,0.0366870927895058,0.586509094483915,-3.44097824578961,"Igfbp4"
"1452746_PM_at",-1.0083410498249,6.36206719948721,-2.79572062495066,0.0366913801739714,0.586509094483915,-3.44109009562324,"Atp13a2"
"1426376_PM_at",-1.18087495548078,6.0128819916956,-2.78162231194859,0.0373219791851165,0.590111928648999,-3.45740121898902,"Reep5"
"1435257_PM_at",-1.02781911232951,6.7109143061525,-2.77330181070452,0.0376997356151991,0.59177148422174,-3.46704141431318,"Klhl17"
"1437642_PM_at",-1.46439496028509,6.58380324160281,-2.76898325303215,0.0378974577231506,0.592768239459716,-3.47204892127733,"Agfg2"
"1449422_PM_at",-1.08473015930668,6.11314963286266,-2.75388266304763,0.038597844006012,0.595470019232874,-3.48957983802976,"Cdh4"
"1417014_PM_at",-1.57639368770592,6.09779901366482,-2.74736682381712,0.0389044412659687,0.596733055789022,-3.49715450853847,"Hspb8"
